Retailer,StoreID,StoreName,StoreAddress,StoreCity,StoreState,Zipcode,Country,Latitude,Longitude,Phone
"Jollibee FoodPanda","28311","Jollibee - Kalayaan","Kalayaan Ave corner Capas st Brgy Nuevo","Makati","MET","1200","PH","14.558883","121.046574","+63284032746"
"Jollibee FoodPanda","28137","Jollibee - Tagum Highway DT","National Hi-way corner Pioneer Ave","Tagum","DDN","8100","PH","7.446769","125.809579","+639562362461"
"Jollibee FoodPanda","78727","Jollibee - Talamban DT","Governor M Cuenco Avenue Talamban 1st District","Cebu","CEB","6000","PH","10.3689437","123.9163847","+639283179453"
"Jollibee FoodPanda","19131","Jollibee - Butuan Highway DT","J.C. Aquino Ave.","Butuan Agusan Del","AGU","9000","PH","8.9434233","125.52136205","+639098479776"
"Jollibee FoodPanda","14821","Jollibee - Sta Ana","2422 Pedro Gil St., Sta. Ana","Manila","MET","1000","PH","14.58159243","121.01282842","+63282932253"
"Jollibee FoodPanda","15048","Jollibee - Mandaue Centro","A. Del Rosario Street, Mantuyong","Cebu","CEB","6000","PH","10.32810135","123.9425116","+639329323576"
"Jollibee FoodPanda","28702","Jollibee - Evangelista","Edsa Cor Evangelista Barangay Bangkal 1st District","Makati","MET","1200","PH","14.53935489","121.01232435","+639659023059"
"Jollibee FoodPanda","14771","Jollibee - UST Dapitan","1531 A.H Lacson St. cor Dapitan, Sampaloc, Manila 1008","Manila","MET","1000","PH","14.6128314","120.98946855","+63282526991"
"Jollibee FoodPanda","32996","Jollibee - Puregold Maypajo","Cu3Cu8 Ground Floor Puregold Maypajo Barangay 34 Jp Rizal Street 1st District","Caloocan","MET","1400","PH","14.63792305","120.9748566","+63282832556"
"Jollibee FoodPanda","19193","Jollibee - Sta. Maria","Jose Corazon de Jesus St., Poblacion, Sta. Maria","Malolos","BUL","3022","PH","14.818747","120.961441","+639686662413"
"Jollibee FoodPanda","19191","Jollibee - SF La Union 3 (Sevilla)","Along Mc Arthur National Highway, Barangay Sevilla, San Fernando City","Ilocos","ILO","2500","PH","16.60216815","120.31818215","+639177036560"
"Jollibee FoodPanda","10947","Jollibee - Cebu Lapu-lapu","Osmena Street, Poblacion, Lapu - Lapu","Lapu-Lapu City","CEB","6000","PH","10.3101051","123.9501088","+639451433537"
"Jollibee FoodPanda","31628","Jollibee - Bagong Barrio","G de Jesus Corner EDSA Barangay 139 1st District","Caloocan","MET","1400","PH","14.6577808","120.9979761","+63282880087"
"Jollibee FoodPanda","163310","Jollibee - Edsa Philtranco","Apelo Cruz Street Corner Edang Street Barangay San Roque Lone District 7Q63G2Q3+3M","Pasay","MET","1300","PH","14.5376875","121.0041875","+639051548638"
"Jollibee FoodPanda","30036","Jollibee - Boni Halcon","Corner Boni Avenue Halcon Street 1st District","Mandaluyong","MET","1550","PH","14.57538845","121.041676","+63284776195"
"Jollibee FoodPanda","19166","Jollibee - Baliuag Junction","Along Dona Remedios Trinidad H-way cor. Benigno Aquino, Jr. Ave.,","Malolos","BUL","3006","PH","14.96298195","120.8971727","+639188077065"
"Jollibee FoodPanda","33822","Jollibee - Malabon Concepcion","288 Gen Luna Street Corner Gov Pascual Concepcion 1st District","Malabon","MET","1470","PH","14.66956751","120.94688836","+63289833003"
"Jollibee FoodPanda","28320","Jollibee - Shaw Blvd Wack Wack","Shaw Blvd Wack Wack Greenhills","Mandaluyong","MET","1550","PH","14.5862601","121.0480182","+63282885134"
"Jollibee FoodPanda","136681","Jollibee - Trium Square","Shop 1 Trium Square Sen Gil J Puyat Avenue Barangay 23 1st District (7Q62HX3V+HX) (Near Gergian Construction and Trading)","Pasay","MET","1300","PH","14.55386635","120.9948605","+639431337222"
"Jollibee FoodPanda","15014","Jollibee - Dolores Junction","Olongapo - Gapan Rd.","San Fernando","PAM","2000","PH","15.0393186","120.68163415","+63454093146"
"Jollibee FoodPanda","146817","Jollibee - Angono Baytown","Manila East Road Venus Compound Barangay San Isidro Angono Rizal 1st District","Angono","RIZ","1930","PH","14.536207","121.1498649","+639276988965"
"Jollibee FoodPanda","129899","Jollibee - San Mateo Plaza","282 General Luna Avenue Santa Ana San Mateo Rizal 3rd District (7Q63M4V8+J3)","San Mateo","ISA","1850","PH","14.693985","121.1173035","+639269956344"
"Jollibee FoodPanda","31631","Jollibee - San Pedro Town Center","Magsaysay Road Barangay San Antonio 1st District","San Pedro","LAG","4023","PH","14.3679764","121.0506841","+639283721302"
"Jollibee FoodPanda","31059","Jollibee - 9TH AVENUE","9th Avenue Corner Rizal Avenue Extension Grace Park 1st District","Caloocan","MET","1400","PH","14.6504343","120.9839331","+63286327650"
"Jollibee FoodPanda","75366","Jollibee - Subic Argonaut","Argonaut Highway Corner Rizal Highway Gateway District Subic Bay Freeport Zone 1st District","Olongapo","ZAM","2200","PH","14.8228874","120.2988351","+639985515040"
"Jollibee FoodPanda","28770","Jollibee - C Raymundo","9544 C Raymundo Avenue Caniogan 1st District","Pasig","MET","1600","PH","14.5707267","121.0818953","+63286439816"
"Jollibee FoodPanda","28698","Jollibee - Antipolo Capitol","Antipolo Capitol Circumferential Road Barangay San Roque 1st District","Antipolo","RIZ","1870","PH","14.5832561","121.16866695","+63277456716"
"Jollibee FoodPanda","76647","Jollibee - Centennial","Centennial Road corner Kalayaan Road Barangay Magadalo Potol 1st District","Kawit","CAV","4104","PH","14.4284044","120.8941592","+639386458858"
"Jollibee FoodPanda","101734","Jollibee - Vermosa Ayala","Ground Floor Central Garden Ayala Malls Vermosa Daang Hari Road Barangay Pasong Buaya 1 3rd District","Imus","CAV","4103","PH","14.3855708","120.9610225","+639654231782"
"Jollibee FoodPanda","35605","Jollibee - Manhattan Parkway","Space 4 Ground Floor Manhattan Parkway Gen Malvar Street Barangay Soccorro Cubao 1st District","Quezon","QUE","1100","PH","14.6230386","121.0542087","+63282875503"
"Jollibee FoodPanda","14799","Jollibee - Gen Santos Ave","Level 1, General Santos Avenue, Lower Bicutan","Taguig","MET","1630","PH","14.488796","121.060767","+63285410899"
"Jollibee FoodPanda","154603","Jollibee - Binakayan Highway","Antero Soriano Highway Corner Medicion-NIA Diversion road Barangay Marulas Kawit Cavite (CWV7+XV6 Kawit, Cavite)","Kawit","CAV","4104","PH","14.44506585","120.91491215","+639297417742"
"Jollibee FoodPanda","19214","Jollibee - San Jose Antique","Carreta St., San Jose de Buenavista, Antique","Iloilo City","ILO","9200","PH","10.744622","121.941781","+63365407321"
"Jollibee FoodPanda","77296","Jollibee - Apalit","McArthur Highway corner Gonzales Avenue Barangay San Vicente 4th District","Apalit","PAM","2016","PH","14.9499482","120.7588691","+639151632011"
"Jollibee FoodPanda","156780","Jollibee - Dau Mc Arthur","Lot 8 Policarpio Trucking Compound Mc Arthur Hiway Dau Mabalacat Pampanga 1st District7Q725HGP+6X","Mabalacat","PAM","2010","PH","15.175562","120.587437","+639101602511"
"Jollibee FoodPanda","10954","Jollibee - Maysilo","Brgy Plainview Maysilo Circle cor. Boni Ave.","Mandaluyong","MET","1550","PH","14.576859","121.034983","+63285333205"
"Jollibee FoodPanda","15037","Jollibee - Cebu Liloan","National Highway, Poblacion, Liloan","Liloan","CEB","6000","PH","10.4020595","123.99965955","+639169879750"
"Jollibee FoodPanda","14781","Jollibee - STI Holdings","G/F STI Holdings Bldg, 6764 Ayala Ave.","Makati","MET","1200","PH","14.5561429","121.02184985","+63277548003"
"Jollibee FoodPanda","14813","Jollibee - Tycoon","Tycoon Plaza, Pearl drive Ortigas Center","Ortigas","MET","1600","PH","14.58149805","121.06104745","+63289970531"
"Jollibee FoodPanda","46416","Jollibee - Waltermart Munoz","1st Floor -watermart mall north edsa bgry. Veterans village Quezon city","Quezon","QUE","1105","PH","14.65712485","121.0208247","+63283321175"
"Jollibee FoodPanda","86920","Jollibee - Robinsons Calasiao","Level 1 Unit 118A Robinsons Place Urdaneta-Dagupan Road Barangay San Miguel Road 3rd District","Calasiao","PAN","2418","PH","16.02172105","120.3588245","+639189175813"
"Jollibee FoodPanda","89445","Jollibee - Robinsons Expansion","Level 1 Robinsons Novaliches Market Quirino Highway Barangay Pasong Putik Novaliches 5th District","Quezon","QUE","1121","PH","14.7350826","121.0558568","+639394221906"
"Jollibee FoodPanda","19192","Jollibee - Solano","Along J. P. Rizal Ave., Maharlika Highway cor. Gaddang St., Solano","San Jose","OCM","3709","PH","16.517362","121.182002","+639059400403"
"Jollibee FoodPanda","28350","Jollibee - Mendiola","Legarda corner Mendiola Streets","Manila","MET","1000","PH","14.6000948","120.990775","+63287359675"
"Jollibee FoodPanda","76081","Jollibee - Citymall Mandalagan","Lacson Street corner GM Cordova Avenue Barangay Mandalagan 2nd District","Bacolod City","NOC","6100","PH","10.6955707","122.9612454","+639302546241"
"Jollibee FoodPanda","43560","Jollibee - Citymall Goldenfields","Level 1 CityMall Goldenfields Araneta Avenue Barangay Singcang Airport Lone District","Bacolod City","NOC","6100","PH","10.6506361","122.9372665","+639271398127"
"Jollibee FoodPanda","44175","Jollibee - SM Legazpi","Tahao Road Barangay Bitano 2nd District","Legazpi City","ALB","4500","PH","13.14386085","123.74423935","+639196404492"
"Jollibee FoodPanda","18436","Jollibee - Iriga","Highway 1 JP Rizal St., San Roque, Iriga City Camarines Sur","Iriga","CAM","4431","PH","13.420672","123.410514","+639175451334"
"Jollibee FoodPanda","39095","Jollibee - Gaisano Iligan","Ground Floor Gaisano Iligan Roxas Avenue 1st District","Iligan","LAA","9200","PH","8.2308903","124.2410938","+639754033834"
"Jollibee FoodPanda","48631","Jollibee - Batangas Rizal","D Silang Road Barangay 16 3rd District","Batangas City","BAT","4200","PH","13.75631065","121.0580315","+632437237475"
"Jollibee FoodPanda","49954","Jollibee - Marbel KCC","KCC Mall Marbel 1st District","Koronadal South","SOU","9506","PH","6.49887485","124.84599315","+639999443529"
"Jollibee FoodPanda","19130","Jollibee - Aguinaldo Iligan","Roxas Avenue","Iligan","LAA","9200","PH","8.22763909","124.24055395","+639161403032"
"Jollibee FoodPanda","55129","Jollibee - Malolos Terminal Hub","Malolos Terminal Hub Mc Arthur Highway Bulihan 1st District","Malolos","BUL","3000","PH","14.85789665","120.81189235","+639605637262"
"Jollibee FoodPanda","15521","Jollibee - Rosario","Gualberto St. cor Carandang St., Poblacion","Rosario","CAV","4200","PH","13.84487534","121.20239794","+639982844118"
"Jollibee FoodPanda","18434","Jollibee - Tabaco","165 Ziga Avenue Basud Tabaco City,Albay","Tabaco","ALB","4511","PH","13.3574731","123.7299206","+639279910185"
"Jollibee FoodPanda","50157","Jollibee - Citmall Tetuan","Citymall Tetuan Level 1 Don Alfaro Street Tetuan Zamboanga City 1st District","Zamboanga","ZAM","7000","PH","6.91441305","122.08230595","+639063861736"
"Jollibee FoodPanda","94988","Jollibee - MAASIN","T. Oppus cor. Rafols Sts., Barangay Tunga-tunga, Maasin City 1st District","Maasin","SLE","6600","PH","10.13284195","124.83873345","+639178780485"
"Jollibee FoodPanda","50147","Jollibee - Dipolog DT","Rotonda Highway Turno Dipolog City Zamboanga del Norte 2nd district","Dipolog","ZAN","7100","PH","8.58381835","123.35088957","+639486301432"
"Jollibee FoodPanda","101730","Jollibee - Cotabato Drive Thru","Sinsuat Avenue Cor M Jarabelo Rosary Heights XI 1st District","Cotabato City","MAG","9600","PH","7.2016253","124.2391975","+639338686356"
"Jollibee FoodPanda","28276","Jollibee - Sum-ag","Villarosa St Corner Negros South Road","Bacolod City","NOC","6100","PH","10.6032617","122.92021695","+639185746542"
"Jollibee FoodPanda","28270","Jollibee - Bacolod Libertad","Libertad Town Center Mabini cor Libertad Sts","Bacolod City","NOC","6100","PH","10.66056121","122.9491242","+639088100418"
"Jollibee FoodPanda","39239","Jollibee - SM Center Ormoc","Level 1 SM Center Ormoc Real Street Barangay District 14 4th Disitrict","Ormoc","LEY","6541","PH","11.0106317","124.607412","+639479962509"
"Jollibee FoodPanda","90754","Jollibee - Citymall Dipolog","Citymall Dipolog Dipolog-Oroquieta National Road Santa Filomena 1st District","Dipolog","ZAN","7100","PH","8.5709514","123.3391945","+639639613985"
"Jollibee FoodPanda","94817","Jollibee - Gaisano Grand Mall of Tagum","Gaisano Grand Mall of Tagum Purok Bayabas Apokon Street 1st District","Tagum","DDN","8100","PH","7.445828","125.8110062","+639276419054"
"Jollibee FoodPanda","18431","Jollibee - Sorsogon","LKY Mall, Magsaysay Street, Sorsogon, Sorsogon City","Sorsogon City","SOR","4700","PH","12.9703086","124.00656105","+639291889889"
"Jollibee FoodPanda","125440","Jollibee - Robinsons La Union","L1 Unit 103 Robinsons Place La Union MacArthur Highway Barangay Sevilla 1st District (7Q82J829+4C)","San Fernando","PAM","2500","PH","16.6001996","120.3187091","+639954354518"
"Jollibee FoodPanda","50148","Jollibee - SJDM Starmall","Barangay Kaypian City of San Jose Del Monte Bulacan 1st District","San Jose Del Monte","BUL","3017","PH","14.81425665","121.07181845","+639553276594"
"Jollibee FoodPanda","74442","Jollibee - Citymall Tuguegarao","Maharlika Highway Barangay Leonarda 1st District","Tuguegarao City","CAG","3500","PH","17.63326879","121.73531414","+639354221231"
"Jollibee FoodPanda","100150","JOLLIBEE - Lima Malvar","JP Laurel Highway Barangay Santiago Malvar 3rd District","Batangas City","BAT","4233","PH","14.0085057","121.1652524","+639672561060"
"Jollibee FoodPanda","74583","Jollibee - SM Urdaneta Central","Level 1 SM Urdaneta Central Mc Arthur Highway Barangay Nancayasan 5th District","Ilocos","ILO","2438","PH","15.97122425","120.5730073","+63755232884"
"Jollibee FoodPanda","16922","Jollibee - Davao DMC Drive-Thru","JP Laurel Ave.","Davao City Davao","DAV","8000","PH","7.097047","125.619468","+639434902792"
"Jollibee FoodPanda","24751","Jollibee - Kauswagan Diversion","San Pedro St., Kauswagan","Cagayan De Oro Misamis","MIS","9000","PH","8.502909","124.642012","+639176548000"
"Jollibee FoodPanda","34824","Jollibee - Gaisano Tacloban","Gaisano Central Justice Romualdez Street 1st District","Tacloban","LEY","6500","PH","11.2460134","125.0028286","+639772117189"
"Jollibee FoodPanda","50174","Jollibee - KCC Zambo","KCC Mall Governor Camins Avenue Zamboanga City 1st District","Zamboanga","ZAM","7000","PH","6.9209184","122.07343725","+639198639400"
"Jollibee FoodPanda","55136","Jollibee - Citymall Tarlac","Jollibee Citymall San Rafael 1st District","Tarlac City","TAR","2317","PH","15.46652285","120.5989046","+639107118692"
"Jollibee FoodPanda","144838","Jollibee - Oton","JC Zulueta Street Poblacion Oton Iloilo City 1st District (7Q24MFRG+F5)","Iloilo City","ILO","5020","PH","10.691115","122.4757317","+639231792225"
"Jollibee FoodPanda","48723","Jollibee - Pagadian Tiguma DT","Maharlika National Highway Tiguma 1st District","Pagadian","ZAS","7016","PH","7.8403336","123.4627177","+639097618609"
"Jollibee FoodPanda","31626","Jollibee - Tomas Morato","Tomas Morato Corner Sct Deguia Barangay Laging Handa 1st District","Quezon","QUE","1100","PH","14.6313554","121.0343876","+63234110251"
"Jollibee FoodPanda","125323","Jollibee - SM City Sorsogon","SM City Sorsogon Maharlika Highway Barangay Balogo East District 1st District (7Q46X2G9+CJ)","Sorsogon City","SOR","4700","PH","12.97559405","124.01940825","+639202804365"
"Jollibee FoodPanda","38981","Jollibee - Luisita","Plaza Luisita Mall McArthur Highway Barangay San Miguel 1st District","Tarlac City","TAR","2300","PH","15.43178995","120.5989353","+63459850284"
"Jollibee FoodPanda","75368","Jollibee - Waltermart San Fernando","Waltermart San Fernando Mac Arthur Highway Barangay San Agustin 1st District","San Fernando","PAM","2000","PH","15.04837095","120.66646965","+639957321252"
"Jollibee FoodPanda","15028","Jollibee - Canlubang Caltex","Jose Yulo Avenue Corner Cecilia Yulo Avenue, Silangan, Canlubang, Calamba","Calamba","LAG","4027","PH","14.2206711","121.09746205","+639519272982"
"Jollibee FoodPanda","46824","Jollibee - Valencia Highway Drive Thru","Bonifacio Street corner National Highway Barangay Batangan 4th District","Valencia","BUK","8709","PH","7.906066","125.0935011","+639667301205"
"Jollibee FoodPanda","18440","Jollibee - Calapan 2","Along J.P. Rizal St. Barangay Camilmil, Calapan City","Lipa","BAT","5200","PH","13.40825605","121.17817496","+639065944951"
"Jollibee FoodPanda","15010","Jollibee - Guagua","Plaza Burgos, Guagua","Angeles","PAM","2003","PH","14.966207","120.63331625","+639666577603"
"Jollibee FoodPanda","18428","Jollibee - Lucban","Dona Ana Quezon Ave. Brgy 8 Lucban","Lucena","QUE","4301","PH","14.113991","121.555406","+639054946571"
"Jollibee FoodPanda","90888","Jollibee - Virac","Level 1 Center Mall National Highway San Jose Poblacion Lone District","Virac","CAT","4800","PH","13.5831153","124.2331263","+639981958631"
"Jollibee FoodPanda","50101","Jollibee - Robinsons Gensan","Robinsons Place J Catolico Street Lagao General Santos City 1st District","General Santos City","SOU","9500","PH","6.121218","125.19050925","+639353820499"
"Jollibee FoodPanda","18433","Jollibee - Palawan Valencia","Valencia St. corner Lacao Puerto Princesa City","Puerto Princesa","PLW","5300","PH","9.7423486","118.7368145","+639285192060"
"Jollibee FoodPanda","57874","Jollibee - NCCC Mall of Tagum","NCCC Mall of Tagum Building Ground National Highway Tipaz 1st District","Tagum","DDN","8100","PH","7.4515348","125.81327415","+639306613924"
"Jollibee FoodPanda","97137","JOLLIBEE - ATRIUM","Level 1 Atrium Mall General Luna Street Danao Iloilo City Iloilo 1st District","Iloilo City","ILO","5000","PH","10.70144465","122.5682336","+639300548209"
"Jollibee FoodPanda","44171","Jollibee - Robinson Sta Rosa","Ground Floor Robinsons Place Barangay Tagapo 1st District","Santa Rosa","LAG","4026","PH","14.3195294","121.0968639","+6324208039"
"Jollibee FoodPanda","75077","Jollibee - SM Palawan","Level 1 SM City Puerto Princesa Malvar Street Puerto Princesa Palawan 1st District","Puerto Princesa","PLW","5300","PH","9.7435456","118.739698","+639451093629"
"Jollibee FoodPanda","96033","Jollibee - San Carlos Town Center","G/F Right Wing San Carlos Town Center Rizal Avenue cor Zamora Street Barangay Rizal 3rd District","San Carlos","NOC","2420","PH","15.93339495","120.3472098","+639464626826"
"Jollibee FoodPanda","16934","Jollibee - Gaisano Grand City Gate Davao","Upper Ground Floor, Gaisano Grand City Gate Davao, Buhangin Road, Brgy. 24-C","Davao City Davao","DAV","8000","PH","7.1100185","125.61299305","+639777648673"
"Jollibee FoodPanda","50100","Jollibee - SM City Gensan","Ground Floor SM City Gensan San Miguel Street Corner Santiago Street Barangay Lagao General Santos City 1st District","General Santos City","SOU","9500","PH","6.1158599","125.1804006","+639755326886"
"Jollibee FoodPanda","154601","Jollibee - Candelaria Diversion","Bypass Road Malbanban Sur Candelaria Quezon (WC7M+V4R Candelaria, Quezon)","Candelaria","QUE","4323","PH","13.9148753","121.43301575","+639399022446"
"Jollibee FoodPanda","19154","Jollibee - Valencia Bukidnon","Sayre Highway cor. Provincial Road, Valencia City","Valencia","BUK","8709","PH","7.904333","125.092503","+639755207303"
"Jollibee FoodPanda","39198","Jollibee - SM Cabanatuan","Upper Ground Floor SM City Cabanatuan Maharlika Highway Barangay Hermogenes Concepcion 3rd District","Cabanatuan","NEC","3100","PH","15.46608655","120.9542303","+639997393839"
"Jollibee FoodPanda","50143","Jollibee - Gaisano Pagadian","Upper Ground Floor Gaisano Mall San Pedro District Pagadian City 1st District","Pagadian","ZAS","7016","PH","7.8243659","123.4410934","+639482189871"
"Jollibee FoodPanda","32470","Jollibee - Cebu Mango","General Maxilom Avenue Raintree Mall 1st District","Cebu","CEB","6000","PH","10.31004635","123.8954998","+639227672172"
"Jollibee FoodPanda","30826","Jollibee - Matalino","East Avenue Road Corner Matalino Street Barangay Pinyahan 1st District","Quezon","QUE","1100","PH","14.64468115","121.04783205","+63284410766"
"Jollibee FoodPanda","48713","Jollibee - Robinsons Butuan","Ground Floor Robinsons Place Butuan J.C. Aquino Avenue 1st District","Butuan Agusan Del","AGU","8600","PH","8.9426367","125.5199291","+639922446022"
"Jollibee FoodPanda","48800","Jollibee - Ozamiz Lam-an Dt","Rizal Avenue National Highway Lam-an 2nd District","Ozamiz","MIS","7200","PH","8.1487074","123.83645621","+639099642087"
"Jollibee FoodPanda","80619","Jollibee - Calapan 1","JP Rizal street corner Juan Luna street Barangay San Vicente Central 1st District","Calapan","ORM","5200","PH","13.4124914","121.1795895","+632434416076"
"Jollibee FoodPanda","19156","Jollibee - Zambo Pershing","JB Pershing, Zaragoza St","Zamboanga","ZAM","7001","PH","6.90474675","122.07668705","+639176213365"
"Jollibee FoodPanda","40328","Jollibee - NE Pacific Mall","Ground Floor N. E. Pacific Mall Maharlika Highway Hermogenes Concepcion 3rd District","Cabanatuan","NEC","3100","PH","15.4607665","120.94898045","+639068722201"
"Jollibee FoodPanda","57877","Jollibee - Gaisano Mall of Tagum","G/F Gaisano Mall , National Highway , Mag. East , Tagum City","Tagum","DDN","8100","PH","7.44911685","125.8115957","+639088874125"
"Jollibee FoodPanda","129099","Jollibee - SM City Daet","SM City Daet Vinzon Avenue Barangay Lag-on 2nd District (7Q644WCW+G7)","Daet","CAM","4600","PH","14.12150282","122.945278","+639278464782"
"Jollibee FoodPanda","87620","Jollibee - Waltermart Santa Maria","Ground Floor Waltermart Santa Maria Santa Clara 1st District","Santa Maria","BUL","3022","PH","14.8229968","120.9541284","+639338154028"
"Jollibee FoodPanda","77901","Jollibee - Citymall Tagum","Level 1 Citymall Tagum Lapu Lapu Extension Street Magugpo Poblacion 1st District","Tagum","DDN","8100","PH","7.4456658","125.80882285","+639435313919"
"Jollibee FoodPanda","50173","Jollibee - Zambo Gov Lim","Lower Ground Limtown Building Govner Lim Avenue Zamboanga City 1st District","Zamboanga","ZAM","7000","PH","6.9063947","122.0764209","+639559935817"
"Jollibee FoodPanda","55172","Jollibee - Robinsons Tuguegarao","Level 1,Jollibee Robinsons Place Tuguegarao, Barangay Tanza Tuguegarao City Cagayan Valley","Tuguegarao City","CAG","3500","PH","17.62885165","121.7334755","+639398475961"
"Jollibee FoodPanda","78285","Jollibee - Vista Mall Tanza","Level 1 Vista Mall Tanza Trece Martires Road Bagtas 1st District","Tanza","CAV","4123","PH","14.3425933","120.859515","+639457842936"
"Jollibee FoodPanda","39104","Jollibee - Davao Abreeza","Abreeza Mall JP Laurel Avenue 1st District","Digos","DAV","8000","PH","7.09047855","125.6111142","+639333159320"
"Jollibee FoodPanda","18581","Jollibee - Iloilo SM Delgado","Level 1 Sm Delgado, Valeria Street Corner Delgado Street, Danao","Iloilo City","ILO","9200","PH","10.698068","122.567391","+639178874098"
"Jollibee FoodPanda","31556","Jollibee - Chinese General Hospital","Time Square Food Court Chinese General Hospital Annex Building Blumentritt Street Sta Cruz 1st District","Manila","MET","1000","PH","14.62575185","120.98741585","+63287114141"
"Jollibee FoodPanda","76979","Jollibee - JM Basa","TTW Corporation Center JM Basa Corner Mapa Street Iloilo City 1st District","Iloilo City","ILO","5000","PH","10.6933142","122.5717116","+639166631824"
"Jollibee FoodPanda","55911","Jollibee - Citymall Bulua","Ground Floor CityMall Bulua Opol Bulua Diversion Barangay Bulua 1st District","Cagayan De Oro Misamis","MIS","9000","PH","8.51133895","124.62271835","+639368417508"
"Jollibee FoodPanda","32405","Jollibee - SM Clark","Groundfloor SM City Clark M A Roxas Street Malabanias Barangay Lakandula 1st District","Angeles","PAM","2009","PH","15.1680215","120.5806655","+639996996652"
"Jollibee FoodPanda","131050","Jollibee - Citymall Cotabato","Level 1 Citymall Cotabato Governor Gutierrez Avenue Rosary Heights VII Lon District (6QV6662R+J6)","Cotabato City","MAG","9600","PH","7.20083765","124.24074345","+639561748937"
"Jollibee FoodPanda","48846","Jollibee - Citymall San Carlos","Ledesma Avenue Barangay II Poblacion Lone District","San Carlos","NOC","6127","PH","10.4846","123.4158","+639495806122"
"Jollibee FoodPanda","18584","Jollibee - Bacolod Gatuslao","Gatuslao Street, Barangay 14 (Pob.)","Bacolod City","NOC","9200","PH","10.6688659","122.94728745","+639152600546"
"Jollibee FoodPanda","144164","Jollibee - Acienda Silang","Acienda Outlet Mall KM48 Aguinaldo Highway Corner Balubad Road Lalaan 1 Silang (7Q625XM6+WG)","Silang","CAV","4118","PH","14.18275","120.961044","+639178464890"
"Jollibee FoodPanda","50175","Jollibee - Robinsons Jaro Iloilo","Level One Robinsons Place Jaro E Lopez Street Jaro Iloilo City Iloilo 1st District","Iloilo City","ILO","5000","PH","10.72093825","122.55870185","+639488823035"
"Jollibee FoodPanda","81871","Jollibee - Citymall Sta. Rosa","CityMall Santa Rosa Pan Philippine Highway Barangay Rizal 3rd District","Santa Rosa","LAG","3101","PH","15.42328605","120.93866605","+639613164866"
"Jollibee FoodPanda","18430","Jollibee - Palawan Rizal","Rizal Ave. cor. Lacao St, Puerto Princesa City","Puerto Princesa","PLW","5304","PH","9.7401352","118.74093165","+63484344025"
"Jollibee FoodPanda","75069","Jollibee - Citymall Mayombo","Ground Floor Unit 27 Citymall Mayombo Calasiao- Dagupan Road Barangay Mayombo 4th District","Dagupan","PAN","2400","PH","16.0382361","120.3471221","+639634057649"
"Jollibee FoodPanda","15040","Jollibee - Cebu Talamban","Gaisano Grand Mall Talamban, Gov. Cuenco Ave. Nasipit, Talamban","Cebu","CEB","6000","PH","10.3669654","123.91373705","+639771688826"
"Jollibee FoodPanda","46912","Jollibee - PITX","Level 1 Kennedy Avenue PITX Brgy Tambo 1st District","Paranaque","MET","1700","PH","14.5090401","120.9909178","+63283323219"
"Jollibee FoodPanda","125148","Jollibee - SM City Tanza","Level 1 4108 SM City Tanza Antero Soriano Highway Barangay Daang Amaya II 7th District (7Q629VR2+H8)","Tanza","CAV","4108","PH","14.3917453","120.8504086","+639486674411"
"Jollibee FoodPanda","56158","Jollibee - SM Seaside","Cebu South Coastal Road Mambaling 2nd District","Cebu","CEB","6000","PH","10.2814575","123.88078795","+639325484155"
"Jollibee FoodPanda","32992","Jollibee - Gatuslao Burgos","First Corner Negros South Road Daro 1st District","Bacolod City","NOC","6100","PH","10.67254295","122.9490498","+639452002420"
"Jollibee FoodPanda","134398","Jollibee - Waltermart Baliwag","Waltermart Baliwag Dona Remedios Trinidad Highway Barangay Tangos 1st District (7Q62XW83+F8)","Baliuag","BUL","3006","PH","14.9668196","120.9037152","+639992274508"
"Jollibee FoodPanda","44710","Jollibee - Bacolod Luzuriaga","Ground Floor Dela Rama Building Luzurriaga corner Gatuslao Street Barangay 35 Lone District","Bacolod City","NOC","6100","PH","10.6672995","122.94639735","+639185786165"
"Jollibee FoodPanda","78943","Jollibee - SM Bacolod","Ground Floor Building A Southwing Sm Bacolod Poblacion Reclamation Area 1st District","Bacolod City","NOC","9000","PH","10.6706888","122.94313375","+639399656218"
"Jollibee FoodPanda","28277","Jollibee - Morayta","886 N Reyes cor R Papa Streets Sampaloc","Manila","MET","1000","PH","14.6038757","120.9877594","+63287168502"
"Jollibee FoodPanda","30032","Jollibee - SM Light Mall","Ground Floor SM Light Residences Edsa Corner Madison Street Barangay Barangka Ilaya 1st District","Mandaluyong","MET","1550","PH","14.574118","121.0491232","+63277449841"
"Jollibee FoodPanda","55919","Jollibee - Jumbo Jenra","Ground Floor Jumbo Jenra Building Jesus Street Agapito Del Rosario 1st District","Angeles","PAM","2009","PH","15.14015505","120.5881915","+639285041384"
"Jollibee FoodPanda","46486","Jollibee - City Mall Kabankalan","City Mall Kabankalan Justice Perez Highway Talubangi Kabankalan 1st District","Kabankalan City","NOC","6100","PH","10.000883","122.809906","+639513443595"
"Jollibee FoodPanda","50176","Jollibee - CityMall Pavia","Level One CityMall Pavia Corner Corazon Aquino and Benigno Aquino Jr Avenue Ungka II Pavia Iloilo 1st District","Iloilo City","ILO","5000","PH","10.750816","122.5389608","+639209465986"
